xStart	yStart	xEnd	yEnd	InitPos=0
127	178.861772	238	181.823826
238	167.147324	595	172.044243
702	170.149196	1432	176.172238
1432	168.761782	1576	166.507896
1576	172.276805	2057	168.797143
2057	166.248988	2379	169.459626
2380	180.480307	3318	172.890834
3439	168.063216	3747	163.429862
3747	156.704983	3964	153.019860
4023	163.055322	4623	163.649321
4623	164.084387	5315	163.021646
5447	160.290043	6276	152.142765
6276	156.402131	6470	159.020830
6683	159.016786	7800	163.320889
7821	165.455138	7920	162.605431
7964	152.234274	8301	147.310856
8351	153.060363	8434	150.603744
8438	157.980941	9038	160.991503
9038	162.649096	9637	162.180901
9763	153.793572	10233	159.333459
10291	162.109973	10517	165.523959
10611	161.061649	10846	164.761059
10903	168.797945	11368	166.511383
11536	168.095488	11805	172.382831
11951	161.542467	12339	166.439499
12339	178.131117	12489	177.137307
12520	184.186418	12615	185.422677
12713	175.387051	13067	175.370663
13166	203.290217	13766	203.370911
13766	203.420119	14366	203.420119
14366	203.420119	14966	203.420119
14966	203.420119	15566	203.420119
15566	203.420119	16166	203.420119
16166	203.420119	16766	203.420119
16766	203.420119	17366	203.420119
17366	203.420119	17966	203.420119
17966	203.420119	18566	203.420119
18566	203.420119	19166	203.420119
19166	203.420119	19766	203.420119
19766	203.420119	20366	203.420119
20366	203.420119	20966	203.420119
20966	203.420119	21566	203.420119
21566	203.420119	22166	203.420119
22166	203.420119	22766	203.420119
22766	203.420119	23366	203.420119
23366	203.420119	23966	203.420119
23966	203.420119	24566	203.420119
24566	203.420119	25166	203.420119
25166	203.420119	25766	203.420119
25766	203.420119	26366	203.420119
26366	203.420119	26966	203.420119
26966	203.420119	27566	203.420119
27566	203.420119	28166	203.420119
28166	203.420119	28766	203.420119
28766	203.420119	29366	203.420119
29366	203.420119	29966	203.420119
29966	203.420119	30566	203.420119
30566	203.420119	31166	203.420119
31166	203.420119	31766	203.420119
31766	203.420119	32366	203.420119
32366	203.420119	32966	203.420119
32966	203.420119	33566	203.420119
33566	203.420119	34166	203.420119
34166	203.420119	34766	203.420119
34766	203.420119	35366	203.420119
35366	203.420119	35966	203.420119
35966	203.420119	36566	203.420119
36566	203.420119	37166	203.420119
37166	203.420119	37766	203.420119
37766	203.420119	38366	203.420119
38366	203.420119	38966	203.420119
38966	203.420119	39566	203.420119
39566	203.420119	40166	203.420119
40166	203.420119	40766	203.420119
40766	203.420119	41366	203.420119
41366	203.420119	41966	203.420119
41966	203.420119	42566	203.420119
42566	203.420119	43166	203.420119
43166	203.420119	43766	203.420119
43766	203.420119	44366	203.420119
44366	203.420119	44966	203.420119
44966	203.420119	45566	203.420119
45566	203.420119	46166	203.420119
46166	203.420119	46766	203.420119
46766	203.420119	47366	203.420119
47366	203.420119	47966	203.420119
47966	203.420119	48566	203.420119
48566	203.420119	49166	203.420119
49166	203.420119	49766	203.420119
49766	203.420119	50366	203.420119
50366	203.420119	50966	203.420119
50966	203.420119	51566	203.420119
51566	203.420119	52166	203.420119
52166	203.420119	52766	203.420119
52766	203.420119	53366	203.420119
53366	203.420119	53966	203.420119
53966	203.420119	54566	203.420119
54566	203.420119	55166	203.420119
55166	203.420119	55766	203.420119
55766	203.420119	56366	203.420119
56366	203.420119	56966	203.420119
56966	203.420119	57566	203.420119
57566	203.420119	58166	203.420119
58166	203.420119	58766	203.420119
58766	203.420119	59366	203.420119
59366	203.420119	59966	203.420119
59966	203.420119	60566	203.420119
60566	203.420119	61166	203.420119
61166	203.452973	62317	203.278941
62700	158.451172	62937	162.471290
62961	177.290608	63070	180.021738
63094	156.767823	63202	159.703884
63275	175.635316	63623	175.439627
63660	158.288157	64320	165.999108
64322	176.715997	64409	176.563665
64453	162.450402	64553	164.936389
64654	162.654477	65445	171.494712
65445	172.849130	65587	173.890543
65717	161.214396	65912	164.865697
66064	165.651632	66714	162.971140
66761	166.310181	66838	166.663916
66937	162.359706	67928	155.618736
67928	158.296506	68110	160.815572
68110	168.817177	68271	169.261921
68272	154.363468	68466	150.689720
68490	154.705885	69104	151.941305
69128	150.728267	69728	150.071930
69728	149.710142	70328	149.708712
70328	149.708065	70928	149.708065
70928	149.708065	71528	149.708065
71528	149.708065	72128	149.708065
72128	149.708065	72728	149.708065
72728	149.708065	73328	149.708065
73328	149.708065	73928	149.708065
73928	149.708065	74528	149.708065
74528	149.708065	75128	149.708065
75128	149.708065	75728	149.708065
75728	149.708065	76328	149.708065
76328	149.708065	76928	149.708065
76928	149.708065	77528	149.708065
77528	149.708065	78128	149.708065
78128	149.708065	78728	149.708065
78728	149.708065	79328	149.708065
79328	149.665661	79928	149.770767
79928	149.687324	80552	149.995730
81359	157.351260	81689	156.761880
81689	161.578304	81944	158.059316
82059	168.138902	82601	168.145096
82666	173.417731	82901	177.304791
82906	185.321610	83038	182.222923
83113	163.978949	83653	157.780345
83669	158.764838	84569	157.317670
84569	153.500118	84715	151.384859
84729	147.989587	85179	147.927263
85204	140.731145	85339	141.909114
85340	153.158262	86134	152.254124
86156	154.381278	87103	151.227817
87106	160.467308	87219	157.534912
87318	151.986338	87718	150.977588
87718	151.397634	88297	155.534358
88297	154.357172	89240	156.656925
89240	158.874967	89548	160.163348
89548	160.447377	89661	161.750146
89682	160.463398	90363	159.704096
90383	172.539519	90519	174.544572
90520	167.370787	90864	172.308071
90936	160.479515	91141	163.604335
91141	181.816282	91276	178.681066
91325	172.983186	91451	170.897682
91555	156.958759	91829	152.602523
91951	165.737130	92071	168.501638
92072	172.044282	93008	162.913980
93074	170.940088	93285	168.766969
93285	161.282421	93699	163.711485
93736	160.632883	94302	166.503509
